timestamp,question,answer,confidence,reason,status
2026-04-04T16:37:30.375099,How does chunking help in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:37:31.275623,How does RAG reduce hallucinations?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:37:31.585778,What is reranking in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:37:32.210092,What is the difference between IaaS and SaaS?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:37:32.826990,What is the role of confidence scoring in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:37:33.110859,What is the benefit of hybrid search?,Hybrid retrieval combines dense vector search (FAISS) with sparse keyword search (BM25) using Reciprocal Rank Fusion. This usually gives better results than using either method alone.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:37:33.400700,How does FAISS work with embeddings?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.393,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:37:33.667873,What is the main goal of RAG?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:37:34.234479,What is the difference between dense and sparse retrieval?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:53.555038,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:53.809508,What is FAISS used for?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:54.082528,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:54.356075,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:55.173892,How does chunking help in RAG?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:55.964931,How does RAG reduce hallucinations?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:56.195169,What is reranking in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:57.099323,What is the role of confidence scoring in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:57.325036,What is the benefit of hybrid search?,Hybrid retrieval combines dense vector search (FAISS) with sparse keyword search (BM25) using Reciprocal Rank Fusion. This usually gives better results than using either method alone.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:57.622117,How does FAISS work with embeddings?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.393,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:57.853032,What is the main goal of RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:41:58.322787,What is the difference between dense and sparse retrieval?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:41.721980,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:41.879396,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.393,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:42.028892,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:42.175162,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:42.600326,How does chunking help in RAG?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:42.890592,What is artificial intelligence?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:43.039514,How does RAG reduce hallucinations?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:43.177044,What is reranking in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:43.754104,What is the role of confidence scoring in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:43.899799,What is the benefit of hybrid search?,Hybrid retrieval combines dense vector search (FAISS) with sparse keyword search (BM25) using Reciprocal Rank Fusion. This usually gives better results than using either method alone.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:44.086463,How does FAISS work with embeddings?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.393,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:44.225577,What is the main goal of RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:45:44.523122,What is the difference between dense and sparse retrieval?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:56.154973,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:56.256439,What is FAISS used for?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:56.359849,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:56.465122,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:56.791593,How does chunking help in RAG?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:57.148627,How does RAG reduce hallucinations?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:57.270738,What is reranking in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:57.752931,What is the role of confidence scoring in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:57.855405,What is the benefit of hybrid search?,Hybrid retrieval combines dense vector search (FAISS) with sparse keyword search (BM25) using Reciprocal Rank Fusion. This usually gives better results than using either method alone.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:57.965990,How does FAISS work with embeddings?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:58.069561,What is the main goal of RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:47:58.278213,What is the difference between dense and sparse retrieval?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:00.800875,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:00.982035,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.343,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:01.103480,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:01.229195,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:01.601886,How does chunking help in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:01.973887,How does RAG reduce hallucinations?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:02.095437,What is reranking in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:02.600604,What is the role of confidence scoring in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:02.721461,What is the benefit of hybrid search?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:02.852186,How does FAISS work with embeddings?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.343,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:02.983953,What is the main goal of RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T16:52:03.244237,What is the difference between dense and sparse retrieval?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:11:59.512889,What is RAG and how does it work?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:11:59.759350,What is FAISS used for?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.343,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:00.017359,Explain hybrid retrieval,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:00.465053,What is Sentence-BERT?,Sentence-BERT is a model that converts text into dense vector embeddings so that sentences with similar meanings are close together in vector space.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:01.371473,How does chunking help in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:02.048483,How does RAG reduce hallucinations?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:02.303565,What is reranking in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:03.279300,What is the role of confidence scoring in RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:03.538963,What is the benefit of hybrid search?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:03.772505,How does FAISS work with embeddings?,FAISS is a library developed by Facebook that enables extremely fast similarity search over millions of vector embeddings.,0.343,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:04.013038,What is the main goal of RAG?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:12:04.435899,What is the difference between dense and sparse retrieval?,"RAG (Retrieval-Augmented Generation) is a powerful technique that first retrieves relevant document chunks using hybrid search (FAISS semantic + BM25 keyword) and then uses an LLM to generate accurate, grounded answers.",0.3,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:32:43.239804,what are components of human health,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:33:16.142001,why sleep is important ?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:40:18.217446,what is mental health,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:40:29.219383,what is health,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T17:44:15.526778,what is mental health?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-04T17:44:48.263148,what is mental health?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-04T17:45:02.949810,why sleep is important?,I don't have any documents loaded yet. Please upload a document first.,0.0,No chunks retrieved,pending
2026-04-04T17:58:00.149535,why sleep is important?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
2026-04-04T18:21:16.718061,what is mental health?,I don't have enough relevant information in the uploaded documents to answer this question confidently.,0.35,"Weak retrieval, Low groundedness (possible hallucination)",pending
